breakthrough_date,breakthrough_price,final_gain,max_drawdown,max_gain,success,ts_code
20260114,15.44,22.09,0.0,22.15,True,sh603056
20251021,48.17,8.2,5.11,12.37,False,sh688580
20260126,9.8,-2.76,4.18,2.04,False,sh601022
20240927,13.01,-1.23,4.15,7.69,False,sh600508
20240731,4.7,4.47,0.0,7.45,False,sh600812
20240927,31.21,-7.21,10.22,13.68,False,sh603899
20240806,7.13,-3.92,4.63,0.0,False,sh601117
20240807,8.91,-6.06,6.29,0.0,False,sh600021
20251024,21.15,0.71,0.0,10.83,False,sh688360
20240920,2.36,11.44,3.81,40.25,True,sh600376
20240904,4.28,3.97,4.21,5.84,False,sh600525
20251212,45.84,-3.03,4.65,0.0,False,sh688550
20241218,7.95,-16.6,17.61,0.0,False,sh600611
20240927,18.32,2.68,4.42,12.89,False,sh603100
20240926,0.49,6.38,0.0,18.11,False,sh900904
20240930,4.48,5.8,6.92,5.8,False,sh603429
20250908,27.66,-2.53,3.25,0.0,False,sh603235
20240731,7.95,-8.81,10.06,0.13,False,sh603936
20240927,35.19,-2.56,5.77,9.18,False,sh600009
20240930,7.37,-15.33,19.13,3.12,False,sh603718
20240926,9.35,6.52,0.0,11.66,False,sh600793
20250721,44.19,2.2,0.43,4.64,False,sh688348
20251124,36.05,4.24,2.83,4.24,False,sh603757
20240927,5136.44,11.93,0.0,20.74,True,sh000852
20250722,10.32,-1.07,5.52,0.68,False,sh688306
20250708,104.27,-1.55,3.9,0.0,False,sh688032
20240830,18.17,-7.32,7.59,1.43,False,sh600520
20250326,176.31,0.57,0.0,0.57,False,sh000061
20250723,137.38,8.49,1.08,9.03,False,sh688536
20240731,18.36,-10.46,10.78,3.0,False,sh600990
20240927,5.03,1.79,1.59,12.52,False,sh603166
20240926,3.59,10.31,0.0,25.63,True,sh600310
20251222,39.98,1.33,5.45,8.33,False,sh688051
20240906,12.18,6.98,1.48,6.98,False,sh601688
20260120,59.45,-3.26,5.63,1.09,False,sh603400
20251215,101.12,5.49,2.24,7.8,False,sh688578
20241008,9.38,0.43,13.86,0.43,False,sh603955
20240927,5.61,-2.5,5.17,10.16,False,sh603128
20240925,9.89,12.75,0.1,30.65,True,sh600639
20250821,9.28,0.22,2.59,1.19,False,sh600025
20240930,8.72,-4.24,7.34,2.29,False,sh600097
20251031,21.21,1.93,4.53,2.12,False,sh603367
20250916,11.72,-4.95,8.96,0.0,False,sh603329
20260206,26.83,10.7,0.37,10.7,False,sh688251
20240927,2.92,4.79,0.0,14.73,False,sh603601
20240920,1.28,12.5,2.34,26.56,True,sh600743
20240930,3.81,-6.82,11.81,9.97,False,sh600110
20250701,23.2,-0.26,5.86,7.5,False,sh605011
20250819,26.7,4.61,9.74,4.61,False,sh688165
20240930,26.66,3.11,13.02,10.05,False,sh603031
20250801,37.89,12.91,2.08,12.91,False,sh603283
20260112,32.09,-5.58,7.98,3.18,False,sh688232
20250624,17.71,-1.58,3.27,1.02,False,sh688106
20240801,2.78,-0.36,3.96,0.36,False,sh601616
20240926,2627.37,5.67,0.0,15.55,False,sh000155
20251113,2.85,-12.28,15.79,0.0,False,sh603557
20240927,6701.54,4.68,0.0,15.22,False,sh000966
20240930,4.18,7.65,7.89,7.65,False,sh600711
20250728,9.22,-1.19,5.64,0.0,False,sh605377
20240927,21.49,0.98,3.77,17.22,False,sh603000
20260113,49.6,-0.2,9.25,7.26,False,sh688137
20240806,42.71,-1.55,2.67,1.69,False,sh600276
20240806,11.09,-3.16,4.06,0.72,False,sh603567
20240927,54.07,-2.46,8.64,8.75,False,sh603833
20251219,5.74,-2.09,4.18,0.0,False,sh603335
20240927,7.95,-7.17,9.43,7.3,False,sh600238
20240924,4.99,9.02,0.0,21.86,True,sh603999
20240731,4736.64,-2.58,3.24,0.0,False,sh000934
20240816,3520.33,-1.77,2.07,2.21,False,sh000149
20240927,11.61,15.13,0.0,15.13,False,sh603319
20240927,1.76,1.7,1.7,13.07,False,sh600408
20260121,49.62,1.39,2.72,5.46,False,sh603062
20240927,8.97,3.68,0.45,17.5,False,sh600392
20260105,30.93,11.02,3.65,17.62,False,sh688260
20250902,8.85,-5.99,6.22,0.0,False,sh601825
20250625,35.25,8.37,3.38,11.86,False,sh688433
20240930,11.12,-4.23,7.29,5.21,False,sh603630
20240927,3.39,6.19,0.0,12.68,False,sh600121
20240927,4905.48,1.31,2.16,11.46,False,sh000107
20240924,10.82,21.63,1.2,40.11,True,sh600446
20251020,14.0,1.79,3.29,6.0,False,sh688707
20240816,5.8,-4.83,4.83,2.93,False,sh600015
20240926,1.92,7.81,0.0,19.79,False,sh600868
20250625,5.56,6.83,1.8,6.83,False,sh603682
20240930,4.77,-7.33,10.26,3.98,False,sh600572
20250708,27.15,4.75,0.37,4.75,False,sh688633
20240906,5.5,-2.18,8.9,2.36,False,sh600826
20250624,14.74,3.51,0.68,3.51,False,sh603201
20240926,2.57,2.72,0.39,16.73,False,sh600496
20250701,36.81,-9.59,10.27,0.0,False,sh688337
20250625,18.17,5.5,1.1,6.99,False,sh605177
20240926,1994.07,13.2,0.0,34.62,True,sh000828
20240927,12.3,-2.68,8.54,9.92,False,sh603885
20250819,109.0,3.36,2.51,17.43,False,sh688332
20240830,5.95,-1.68,1.85,1.51,False,sh600073
20240926,79.97,-5.25,5.26,16.32,False,sh600309
20250624,29.74,1.88,1.24,4.64,False,sh688181
20250624,53.66,6.75,0.95,7.6,False,sh688048
20251113,37.84,7.9,9.8,7.9,False,sh603130
20260121,14.12,-4.89,7.01,1.7,False,sh605208
