breakthrough_date,breakthrough_price,broke_ma_count,broke_p0_count,final_gain,held_ma120,held_ma120_days,held_p0,held_p0_days,ma120_at_breakthrough,max_gain,min_deviation_ma,min_deviation_p0,success,ts_code
20240919,3.44,0,3,13.1,True,10,False,7,3.35,16.88,0.0,-2.04,False,sh600495
20250729,31.04,9,9,-2.38,False,1,False,1,31.04,1.29,-2.71,-2.71,False,sh603882
20240903,3.89,10,10,-3.86,False,0,False,0,3.87,0.0,-5.55,-6.43,False,sh600075
20240830,2.86,0,0,5.59,True,10,True,10,2.82,7.69,0.0,0.0,False,sh600626
20260313,69.82,2,2,1.59,False,8,False,8,68.29,11.44,-0.49,-2.39,False,sh605389
20240930,12.48,9,9,-15.14,False,1,False,1,11.76,0.64,-8.34,-15.14,False,sh603599
20240731,20.57,10,10,-6.12,False,0,False,0,20.29,0.0,-6.85,-8.02,False,sh603203
20251229,34.43,8,7,-0.49,False,2,False,3,34.33,3.72,-3.97,-4.01,False,sh688357
20240813,21.14,10,10,-8.8,False,0,False,0,20.89,0.0,-9.69,-9.51,False,sh603929
20240925,3.32,0,0,9.03,True,10,True,10,3.28,14.45,0.0,0.0,False,sh600016
20240801,16.72,1,1,1.61,False,9,False,9,16.66,5.68,-0.06,-0.3,False,sh600645
20240925,10.11,0,0,14.24,True,10,True,10,9.75,26.11,0.0,0.0,False,sh600571
20250822,57.4,0,0,29.68,True,10,True,10,56.94,29.68,0.0,0.0,True,sh605117
20260203,61.64,0,3,3.8,True,10,False,7,59.74,4.36,0.0,-1.65,False,sh688063
20251218,7.03,0,0,5.55,True,10,True,10,6.91,7.4,0.0,0.0,False,sh601121
20250702,21.65,6,8,-5.77,False,4,False,2,21.49,4.25,-3.15,-5.77,False,sh603261
20240731,5.03,7,10,-1.39,False,3,False,0,4.96,0.0,-1.35,-2.98,False,sh600191
20240920,4.13,0,0,8.72,True,10,True,10,4.04,25.68,0.0,0.0,False,sh600825
20240927,7.16,3,4,-2.09,False,7,False,6,7.05,11.17,-1.36,-4.47,False,sh600058
20251031,15.83,0,0,12.19,True,10,True,10,15.55,14.02,0.0,0.0,False,sh603155
20260323,39.24,9,9,-0.89,False,1,False,1,39.17,3.64,-3.89,-2.83,False,sh605090
20250624,32.45,1,7,0.06,False,9,False,3,31.6,0.28,-0.29,-1.76,False,sh603150
20240731,3.82,4,9,-3.4,False,6,False,1,3.7,0.52,-1.0,-3.92,False,sh600369
20260304,11.52,0,0,13.54,True,10,True,10,10.68,46.35,0.0,0.0,False,sh605268
20250625,19.14,1,7,-0.37,False,9,False,3,18.77,2.3,-0.57,-2.98,False,sh688066
20240927,3.58,0,0,5.03,True,10,True,10,3.48,13.13,0.0,0.0,False,sh600327
20240927,10.84,0,0,11.35,True,10,True,10,10.77,14.76,0.0,0.0,False,sh600640
20250924,27.77,2,3,6.81,False,8,False,7,27.6,6.81,-1.48,-1.26,False,sh688501
20240924,4.46,0,0,13.66,True,10,True,10,4.28,32.92,0.0,0.0,False,sh600517
20260105,156.99,4,4,-3.31,False,6,False,6,156.11,3.83,-3.84,-3.31,False,sh688656
20241107,13.2,3,9,0.45,False,7,False,1,12.95,0.45,-0.52,-3.11,False,sh603886
20240923,12.9,0,2,3.64,True,10,False,8,12.6,12.17,0.0,-0.08,False,sh601028
20240731,6.08,9,10,-3.29,False,1,False,0,5.99,0.0,-2.98,-4.28,False,sh600623
20251201,36.68,10,10,-3.63,False,0,False,0,36.37,0.0,-5.51,-4.14,False,sh603380
20240731,1159.41,9,10,-4.25,False,1,False,0,1154.37,0.0,-3.85,-4.25,False,sh000865
20250805,28.5,1,10,-2.84,False,9,False,0,26.25,0.0,-0.66,-6.67,False,sh688182
20240926,18.65,0,0,3.06,True,10,True,10,18.33,22.73,0.0,0.0,False,sh600559
20240912,7.42,5,6,15.09,False,5,False,4,7.21,15.09,-4.63,-6.74,False,sh600843
20250626,25.1,5,9,2.91,False,5,False,1,25.05,2.91,-0.7,-1.51,False,sh600938
20250616,5.27,0,1,4.55,True,10,False,9,5.25,7.97,0.0,-0.19,False,sh601988
20240731,25.28,10,10,-9.3,False,0,False,0,25.16,0.0,-9.61,-9.3,False,sh600690
20250801,29.86,0,1,1.11,True,10,False,9,29.1,8.51,0.0,-0.57,False,sh688418
20240927,11.24,0,7,-2.13,True,10,False,3,10.79,7.2,0.0,-3.82,False,sh600977
20241008,2.67,8,10,-11.99,False,2,False,0,2.5,0.0,-9.74,-16.1,False,sh600759
20240927,2.54,0,3,-0.39,True,10,False,7,2.51,11.02,0.0,-1.57,False,sh600423
20240926,2525.66,0,0,10.34,True,10,True,10,2468.8,26.22,0.0,0.0,False,sh000162
20260203,53.58,0,0,2.8,True,10,True,10,53.11,3.94,0.0,0.0,False,sh603049
20240926,2.44,0,0,53.69,True,10,True,10,2.41,53.69,0.0,0.0,True,sh600939
20240926,18.62,4,4,-12.67,False,6,False,6,18.44,15.84,-11.13,-12.67,False,sh603298
20250630,46.86,9,10,-6.25,False,1,False,0,45.5,0.0,-7.25,-9.3,False,sh688152
20251128,15.93,7,9,1.0,False,3,False,1,15.77,1.0,-3.48,-4.39,False,sh603679
20240927,1.96,0,0,6.63,True,10,True,10,1.87,21.43,0.0,0.0,False,sh601011
20240930,2.84,9,9,-11.62,False,1,False,1,2.83,3.17,-10.93,-12.68,False,sh603818
20240930,8.02,9,9,-8.1,False,1,False,1,7.51,2.62,-4.64,-10.6,False,sh600774
20250711,34.27,0,0,2.19,True,10,True,10,33.16,6.89,0.0,0.0,False,sh688435
20251225,127.05,0,7,4.02,True,10,False,3,121.36,4.02,0.0,-3.19,False,sh688686
20260105,25.82,5,2,2.48,False,5,False,8,25.69,4.8,-3.38,-1.86,False,sh605068
20250625,34.75,4,6,5.44,False,6,False,4,34.72,5.44,-2.28,-2.42,False,sh603350
20250923,16.77,6,6,0.06,False,4,False,4,16.72,0.6,-3.59,-3.7,False,sh603233
20251205,23.4,8,8,-4.19,False,2,False,2,23.35,3.03,-7.53,-6.67,False,sh688518
20240926,7.24,0,0,3.73,True,10,True,10,7.07,23.2,0.0,0.0,False,sh601208
20240918,0.12,0,1,21.6,True,10,False,9,0.12,32.8,0.0,-0.8,True,sh900902
20240304,53.97,9,10,-3.98,False,1,False,0,53.15,0.0,-5.2,-6.58,False,sh688008
20250630,7.18,0,3,2.92,True,10,False,7,7.08,3.76,0.0,-0.84,False,sh688556
20240731,2.47,9,10,-3.24,False,1,False,0,2.45,0.0,-3.74,-4.05,False,sh600617
20240926,1.52,0,0,0.66,True,10,True,10,1.5,16.45,0.0,0.0,False,sh600370
20250708,38.18,0,2,20.19,True,10,False,8,36.85,20.19,0.0,-0.76,True,sh688662
20250725,53.69,3,7,-4.19,False,7,False,3,51.58,2.96,-3.61,-7.26,False,sh688031
20241223,5.54,6,6,-11.19,False,4,False,4,5.46,2.71,-8.65,-11.19,False,sh600027
20240926,9.57,0,0,0.84,True,10,True,10,9.57,16.2,0.0,0.0,False,sh603165
20250724,54.63,4,10,-1.41,False,6,False,0,54.12,0.0,-1.48,-2.6,False,sh688366
20250718,46.38,1,3,2.93,False,9,False,7,45.83,6.81,-1.37,-2.41,False,sh605588
20240930,6.39,0,9,-1.25,True,10,False,1,5.92,3.91,0.0,-7.67,False,sh600313
20240927,3.75,0,0,5.07,True,10,True,10,3.65,11.2,0.0,0.0,False,sh600540
20240806,5.99,8,8,-5.51,False,2,False,2,5.96,0.83,-5.41,-5.51,False,sh600814
20250722,9.77,10,10,-1.33,False,0,False,0,9.75,0.0,-2.02,-2.46,False,sh605368
20240903,7.55,0,0,3.58,True,10,True,10,7.52,3.58,0.0,0.0,False,sh600113
20240902,7.41,8,9,-4.86,False,2,False,1,7.37,0.27,-4.35,-4.86,False,sh601311
20240926,7.4,0,0,7.98,True,10,True,10,7.31,17.44,0.0,0.0,False,sh600689
20240926,58.76,0,0,1.77,True,10,True,10,57.27,21.55,0.0,0.0,False,sh603198
20250625,24.4,7,10,-2.87,False,3,False,0,24.26,0.0,-3.79,-4.51,False,sh688252
20250707,15.07,4,4,3.85,False,6,False,6,15.07,3.85,-1.84,-2.99,False,sh603863
20240930,2.85,9,9,-6.31,False,1,False,1,2.81,1.4,-6.19,-8.06,False,sh601991
20240926,4541.32,0,0,10.38,True,10,True,10,4332.02,26.25,0.0,0.0,False,sh000135
20240930,88.03,0,7,1.76,True,10,False,3,80.83,10.04,0.0,-6.79,False,sh603986
20240911,15.35,7,9,2.28,False,3,False,1,14.86,2.28,-6.19,-10.94,False,sh603032
20240902,19.25,5,5,-10.6,False,5,False,5,19.18,17.61,-9.72,-10.6,False,sh603306
20250630,22.63,0,4,2.87,True,10,False,6,22.24,3.54,0.0,-1.37,False,sh688105
20260109,42.55,5,9,1.41,False,5,False,1,41.18,1.41,-1.66,-4.7,False,sh603307
20240927,3.55,0,0,3.66,True,10,True,10,3.54,11.83,0.0,0.0,False,sh601008
20240925,7.66,0,0,9.92,True,10,True,10,7.46,18.02,0.0,0.0,False,sh600768
20251031,11.06,4,4,3.44,False,6,False,6,11.04,3.44,-1.29,-1.27,False,sh603551
20240930,3140.48,1,9,-6.28,False,9,False,1,2919.94,2.56,-0.39,-7.58,False,sh000153
20240731,5.18,9,10,-4.05,False,1,False,0,5.14,0.0,-3.44,-4.25,False,sh601377
20240806,4.9,9,10,-9.19,False,1,False,0,4.73,0.0,-6.2,-9.19,False,sh600222
20240830,11.56,10,10,-10.64,False,0,False,0,11.37,0.0,-10.62,-10.64,False,sh601020
20260122,10.97,8,10,-2.28,False,2,False,0,10.9,0.0,-2.11,-2.92,False,sh603648
20250624,14.08,0,0,1.49,True,10,True,10,13.9,3.76,0.0,0.0,False,sh688257
20240927,29.75,0,0,9.95,True,10,True,10,29.1,21.01,0.0,0.0,False,sh600745
20251204,92.62,7,7,5.42,False,3,False,3,92.25,5.42,-4.61,-4.23,False,sh688583
20240930,8.14,7,9,-6.88,False,3,False,1,7.8,3.93,-4.54,-8.85,False,sh600158
20240906,3.08,3,3,4.87,False,7,False,7,3.02,10.39,-4.58,-7.79,False,sh600358
20260325,235.22,1,1,14.24,False,9,False,9,229.7,14.24,-0.01,-2.22,False,sh688019
20240730,20.67,2,7,0.83,False,8,False,3,19.49,2.24,-2.87,-7.1,False,sh603580
20250624,29.78,0,1,0.91,True,10,False,9,28.53,4.9,0.0,-1.38,False,sh603255
20240927,6.28,0,0,5.41,True,10,True,10,6.22,18.63,0.0,0.0,False,sh601969
20251020,70.34,2,4,-1.59,False,8,False,6,68.61,6.72,-1.1,-1.59,False,sh605123
20250409,35.68,0,2,1.43,True,10,False,8,33.73,5.69,0.0,-0.25,False,sh600316
20251020,12.43,0,0,1.61,True,10,True,10,12.23,2.98,0.0,0.0,False,sh688057
20240731,7.68,4,5,-0.91,False,6,False,5,7.56,2.73,-2.23,-2.99,False,sh600996
20240731,62.23,9,9,-5.82,False,1,False,1,61.65,0.29,-6.42,-6.75,False,sh603160
20251021,25.64,0,2,2.54,True,10,False,8,25.43,4.52,0.0,-0.31,False,sh605089
20250630,26.62,7,7,-3.08,False,3,False,3,26.37,5.6,-4.22,-4.21,False,sh603931
20240927,4.01,0,0,3.49,True,10,True,10,3.9,14.21,0.0,0.0,False,sh600526
20250625,20.34,0,0,27.63,True,10,True,10,19.65,27.63,0.0,0.0,True,sh601138
20240930,15.75,5,10,-3.56,False,5,False,0,15.03,0.0,-4.64,-9.21,False,sh600188
20250904,42.28,0,0,11.4,True,10,True,10,41.91,14.71,0.0,0.0,False,sh603102
20240813,1.39,10,10,-6.47,False,0,False,0,1.39,0.0,-6.12,-7.19,False,sh600568
20240927,3661.99,0,0,3.46,True,10,True,10,3641.93,12.89,0.0,0.0,False,sh000854
20240902,5.14,10,10,-11.09,False,0,False,0,5.1,0.0,-11.46,-11.87,False,sh600795
20250624,22.81,0,6,-1.49,True,10,False,4,21.3,2.76,0.0,-2.32,False,sh688005
20250905,17.44,0,3,-0.4,True,10,False,7,17.08,3.44,0.0,-0.75,False,sh688562
20260107,91.24,0,0,13.47,True,10,True,10,86.46,25.45,0.0,0.0,False,sh688331
20251015,24.35,3,3,13.76,False,7,False,7,24.27,15.93,-2.93,-3.0,False,sh688618
20240920,2.82,1,2,1.42,False,9,False,8,2.75,18.79,-0.6,-2.84,False,sh600490
20240731,0.76,10,10,-3.01,False,0,False,0,0.76,0.0,-3.8,-3.01,False,sh900936
20240930,7.18,9,9,-9.46,False,1,False,1,7.11,5.98,-10.6,-12.67,False,sh603901
20240926,7042.16,0,0,8.32,True,10,True,10,6874.37,22.11,0.0,0.0,False,sh000806
20250714,22.29,0,1,6.91,True,10,False,9,21.88,6.91,0.0,-0.4,False,sh688028
20240930,6.22,0,0,3.86,True,10,True,10,5.96,4.34,0.0,0.0,False,sh600820
20250820,75.72,0,10,-6.02,True,10,False,0,71.78,0.0,0.0,-6.23,False,sh688486
20240731,10.16,10,10,-8.46,False,0,False,0,10.14,0.0,-9.27,-8.46,False,sh601958
20240730,6.98,0,0,8.31,True,10,True,10,6.71,28.09,0.0,0.0,False,sh600789
20240927,8.58,0,5,-0.7,True,10,False,5,8.14,14.34,0.0,-3.26,False,sh603098
20250721,11.52,4,4,-1.56,False,6,False,6,11.46,2.08,-2.45,-2.95,False,sh688352
20250303,17.45,1,1,-0.46,False,9,False,9,17.19,2.98,-0.96,-0.46,False,sh601211
20260119,9.68,0,0,9.71,True,10,True,10,9.4,18.8,0.0,0.0,False,sh688701
20240930,3.38,2,9,-3.85,False,8,False,1,3.23,6.51,-0.56,-7.1,False,sh600589
20250820,105.9,6,3,0.98,False,4,False,7,105.79,5.01,-5.33,-4.44,False,sh688266
20240925,36.16,0,0,13.11,True,10,True,10,36.02,21.4,0.0,0.0,False,sh600893
20250716,32.56,8,9,-3.29,False,2,False,1,31.88,0.46,-3.93,-3.59,False,sh605488
20240912,8.62,1,2,19.95,False,9,False,8,8.41,19.95,-0.97,-3.6,False,sh603636
20240903,6.4,6,8,1.72,False,4,False,2,6.33,1.87,-2.57,-4.06,False,sh600127
20250911,9.39,10,10,-6.07,False,0,False,0,9.36,0.0,-6.21,-6.18,False,sh601577
20250624,58.58,3,3,4.83,False,7,False,7,57.84,4.83,-2.13,-2.15,False,sh688228
20240930,25.03,0,1,18.54,True,10,False,9,22.78,18.54,0.0,-1.08,False,sh603678
20240926,2.0,0,0,5.5,True,10,True,10,1.96,18.5,0.0,0.0,False,sh600169
20260410,75.3,0,1,0.27,True,5,False,4,74.1,1.5,0.0,-0.08,False,sh688131
20240925,4.36,0,0,7.58,True,10,True,10,4.29,15.61,0.0,0.0,False,sh600717
20240930,10.31,1,9,-8.83,False,9,False,1,9.32,5.82,-0.28,-11.64,False,sh603006
20241023,3.19,1,1,18.18,False,9,False,9,3.14,18.18,-0.14,-1.88,False,sh601515
20250729,64.38,0,1,12.97,True,10,False,9,56.29,12.97,0.0,-0.3,False,sh688205
20260408,56.05,1,2,3.53,False,6,False,5,55.47,3.53,-0.64,-1.43,False,sh688456
20240903,18.67,10,10,-8.68,False,0,False,0,18.52,0.0,-8.24,-8.84,False,sh600141
20240819,25.08,10,10,-1.04,False,0,False,0,24.45,0.0,-3.47,-4.94,False,sh603337
20251212,16.07,9,10,-5.72,False,1,False,0,15.58,0.0,-5.82,-8.03,False,sh605189
20251203,38.99,9,8,-3.85,False,1,False,2,38.85,1.1,-5.43,-4.8,False,sh688767
20250711,5.66,1,1,3.0,False,9,False,9,5.65,3.0,-0.29,-0.35,False,sh688387
20260105,25.93,0,0,6.79,True,10,True,10,25.54,8.52,0.0,0.0,False,sh688729
20240801,16.22,7,7,-4.93,False,3,False,3,16.05,5.55,-4.41,-4.99,False,sh600391
20251211,4.94,0,1,10.73,True,10,False,9,4.34,10.73,0.0,-1.21,False,sh688119
20251124,30.1,7,5,1.5,False,3,False,5,30.04,6.31,-3.1,-2.92,False,sh688683
20240926,12.79,4,4,-3.52,False,6,False,6,12.75,12.9,-2.33,-3.52,False,sh600258
20240828,7.03,8,9,-19.21,False,2,False,1,6.48,3.7,-11.24,-19.21,False,sh603060
20240930,22.33,6,9,-10.61,False,4,False,1,20.36,4.75,-4.86,-14.24,False,sh600771
20250107,15.2,10,10,-5.2,False,0,False,0,15.16,0.0,-6.62,-5.2,False,sh600216
20251201,117.08,4,4,6.05,False,6,False,6,115.85,11.06,-3.07,-3.57,False,sh688630
20240926,3494.98,0,0,8.08,True,10,True,10,3479.52,23.36,0.0,0.0,False,sh000984
20240816,1.64,10,10,-19.51,False,0,False,0,1.6,0.0,-21.24,-24.39,False,sh600322
20251124,22.72,0,0,21.3,True,10,True,10,22.63,23.2,0.0,0.0,True,sh688319
20240731,7.3,8,9,-8.63,False,2,False,1,7.02,2.47,-5.93,-9.32,False,sh603680
20260122,20.95,5,5,-0.24,False,5,False,5,20.94,2.2,-1.21,-1.24,False,sh603706
20240924,7.04,0,0,7.24,True,10,True,10,6.98,21.16,0.0,0.0,False,sh600846
20250722,43.98,6,9,-2.5,False,4,False,1,43.53,0.05,-2.78,-3.84,False,sh688187
20251217,12.68,7,10,-7.1,False,3,False,0,12.35,0.0,-4.21,-7.33,False,sh603136
20241104,19.23,0,4,-9.41,True,10,False,6,17.49,6.81,0.0,-9.41,False,sh603883
20251125,18.78,4,3,2.13,False,6,False,7,18.76,2.13,-1.02,-1.01,False,sh688334
20240926,2.17,0,0,0.46,True,10,True,10,2.12,11.06,0.0,0.0,False,sh600808
20250624,10.46,0,0,3.06,True,10,True,10,10.37,4.01,0.0,0.0,False,sh601696
20240731,2.11,6,7,-5.69,False,4,False,3,2.05,3.79,-4.03,-6.64,False,sh600512
20250724,12.68,0,0,6.78,True,10,True,10,12.46,7.81,0.0,0.0,False,sh688653
20240924,7.31,0,0,9.58,True,10,True,10,7.06,28.59,0.0,0.0,False,sh600288
20250721,22.4,9,9,1.07,False,1,False,1,22.37,1.07,-5.43,-5.54,False,sh688218
20241025,2.18,0,1,22.94,True,10,False,9,2.14,22.94,0.0,-1.38,True,sh603388
20250805,65.99,0,4,20.46,True,10,False,6,63.93,31.59,0.0,-2.61,True,sh688582
20240920,2.45,0,3,3.27,True,10,False,7,2.34,18.37,0.0,-1.22,False,sh600159
20251125,28.77,0,0,17.03,True,10,True,10,28.49,20.96,0.0,0.0,False,sh605058
20250725,673.3,0,0,2.9,True,10,True,10,644.48,5.57,0.0,0.0,False,sh688256
20240829,46.97,2,5,-0.26,False,8,False,5,45.85,3.04,-1.52,-3.34,False,sh603606
20240930,3.37,9,9,-6.82,False,1,False,1,3.25,4.45,-3.9,-7.72,False,sh600744
20240926,2.46,0,1,11.38,True,10,False,9,2.28,17.48,0.0,-0.81,False,sh600117
20251103,20.55,2,2,1.17,False,8,False,8,20.54,6.33,-1.82,-1.75,False,sh605016
20240927,1771.86,0,0,23.83,True,10,True,10,1717.0,33.1,0.0,0.0,True,sh000131
20240902,4.3,8,9,-7.67,False,2,False,1,4.28,0.7,-6.54,-7.67,False,sh600470
20260119,29.1,0,8,-0.89,True,10,False,2,28.37,1.89,0.0,-1.2,False,sh603867
20240927,6.68,3,1,1.2,False,7,False,9,6.64,18.71,-1.64,-0.6,False,sh600727
20240930,10.57,0,0,9.65,True,10,True,10,10.07,10.69,0.0,0.0,False,sh603036
20260310,19.08,10,10,-7.02,False,0,False,0,19.05,0.0,-13.25,-14.62,False,sh688466
20240927,13.56,5,6,-5.38,False,5,False,4,13.45,12.54,-7.01,-7.74,False,sh600389
20260203,17.0,3,7,3.53,False,7,False,3,16.78,3.53,-0.62,-1.71,False,sh688101
20240927,3.57,0,5,-1.68,True,10,False,5,3.4,10.64,0.0,-3.64,False,sh600594
20250929,5.83,4,4,3.6,False,6,False,6,5.81,3.77,-0.95,-1.03,False,sh600908
20250804,39.71,1,0,8.16,False,9,True,10,39.63,8.16,-0.18,0.0,False,sh603983
20250625,69.76,4,5,-2.31,False,6,False,5,69.15,1.56,-2.27,-2.31,False,sh688286
20250825,18.1,6,6,2.49,False,4,False,4,18.09,2.93,-3.64,-3.59,False,sh603237
20250905,16.72,0,0,6.58,True,10,True,10,15.78,10.89,0.0,0.0,False,sh603103
20250724,34.78,1,2,3.16,False,9,False,8,34.61,3.22,-1.15,-1.67,False,sh688628
20240816,0.12,5,5,15.32,False,5,False,5,0.12,15.32,-3.41,-5.65,False,sh900906
20240927,5.67,0,1,2.29,True,10,False,9,5.58,13.76,0.0,-0.18,False,sh600613
20250910,33.43,0,0,18.13,True,10,True,10,33.21,18.13,0.0,0.0,False,sh688552
20240924,7.43,0,0,7.94,True,10,True,10,7.38,18.98,0.0,0.0,False,sh600189
20250723,16.04,9,10,-4.61,False,1,False,0,15.58,0.0,-3.11,-5.99,False,sh603279
20251215,48.2,4,4,2.12,False,6,False,6,48.06,6.8,-2.62,-2.78,False,sh688035
20240830,1.62,0,3,0.87,True,10,False,7,1.54,1.42,0.0,-0.49,False,sh900948
20250818,63.94,1,2,2.17,False,9,False,8,63.33,5.51,-0.47,-1.6,False,sh688605
20240926,6.75,0,4,-3.11,True,10,False,6,6.5,11.4,0.0,-3.11,False,sh600810
20251020,31.18,0,0,21.58,True,10,True,10,30.91,21.58,0.0,0.0,True,sh605258
20240930,9.67,9,9,-8.27,False,1,False,1,9.18,1.34,-4.75,-9.93,False,sh600295
20240924,2.17,0,2,61.29,True,10,False,8,1.99,61.29,0.0,-2.76,True,sh600225
20260303,15.37,9,10,-13.99,False,1,False,0,14.43,0.0,-7.88,-13.99,False,sh605169
20250624,102.83,6,6,-3.14,False,4,False,4,102.12,3.32,-6.31,-7.38,False,sh688787
20250912,6.98,1,3,28.51,False,9,False,7,6.84,28.51,-2.01,-5.01,True,sh603398
20251205,32.54,0,0,11.4,True,10,True,10,31.27,16.26,0.0,0.0,False,sh688053
20241119,18.21,9,9,0.99,False,1,False,1,18.13,0.99,-7.15,-6.7,False,sh600312
20240924,2.71,0,0,5.9,True,10,True,10,2.66,23.25,0.0,0.0,False,sh600675
20240731,14.97,10,10,-7.55,False,0,False,0,14.87,0.0,-7.91,-7.55,False,sh600026
20240927,19.5,1,7,-3.54,False,9,False,3,18.45,12.87,-1.5,-6.51,False,sh603919
20240913,14.27,0,2,18.01,True,10,False,8,13.96,18.01,0.0,-1.47,False,sh600992
20251028,29.97,9,9,-8.81,False,1,False,1,29.72,1.4,-10.39,-10.94,False,sh605589
20240906,6.24,0,1,15.23,True,10,False,9,5.95,21.16,0.0,-1.12,False,sh600838
20251021,10.19,4,5,0.98,False,6,False,5,10.08,0.98,-1.49,-1.47,False,sh603106
20251222,65.65,0,0,21.4,True,10,True,10,61.99,27.45,0.0,0.0,True,sh688519
20240930,10.58,3,9,-6.33,False,7,False,1,9.96,7.18,-1.9,-8.7,False,sh600876
20240930,10.52,7,9,-2.38,False,3,False,1,9.86,4.18,-4.1,-10.74,False,sh600458
20240927,3185.01,0,0,7.45,True,10,True,10,3144.11,19.3,0.0,0.0,False,sh000119
20250729,65.55,2,2,4.36,False,8,False,8,65.16,4.94,-4.07,-4.62,False,sh688083
20250905,38.3,0,2,-3.08,True,10,False,8,35.55,8.9,0.0,-3.08,False,sh688719
20240927,10.84,0,0,8.39,True,10,True,10,10.62,18.91,0.0,0.0,False,sh600416
20250709,10.99,9,10,-6.1,False,1,False,0,10.66,0.0,-4.51,-7.64,False,sh603801
20251021,27.89,0,0,2.08,True,10,True,10,27.34,11.15,0.0,0.0,False,sh688757
20240927,6.57,0,1,1.37,True,10,False,9,6.42,15.07,0.0,-0.91,False,sh603987
20251124,65.86,0,0,7.62,True,10,True,10,64.77,7.62,0.0,0.0,False,sh688230
20250725,34.95,6,7,-1.57,False,4,False,3,34.94,1.63,-1.99,-2.23,False,sh600171
20240927,5.56,0,0,33.27,True,10,True,10,5.52,33.27,0.0,0.0,True,sh603660
20240927,4.13,0,1,4.12,True,10,False,9,3.98,13.32,0.0,-0.24,False,sh600722
20240930,2.27,8,9,-0.44,False,2,False,1,2.15,3.96,-2.7,-9.25,False,sh600226
20240930,17.29,9,9,-11.76,False,1,False,1,16.3,0.0,-7.27,-12.51,False,sh603050
20240910,14.83,0,2,4.52,True,10,False,8,14.71,4.52,0.0,-0.47,False,sh600741
20250724,32.41,0,4,1.17,True,10,False,6,31.88,1.45,0.0,-0.99,False,sh688253
20250819,16.01,0,2,7.62,True,10,False,8,15.88,7.62,0.0,-0.94,False,sh603602
20241008,14.7,10,10,-8.35,False,0,False,0,14.23,0.0,-9.93,-13.31,False,sh603579
20240805,7.14,9,10,-12.04,False,1,False,0,6.69,0.0,-6.15,-12.18,False,sh600095
20250904,17.01,5,7,-1.23,False,5,False,3,16.83,0.65,-1.27,-1.41,False,sh603365
20260119,19.26,3,4,-1.87,False,7,False,6,19.12,2.6,-1.51,-2.65,False,sh688156
20240730,12.68,3,4,-3.47,False,7,False,6,12.27,14.98,-3.99,-6.07,False,sh600444
20240930,22.59,2,8,-0.97,False,8,False,2,21.78,6.64,-0.39,-4.03,False,sh603355
20240926,8.9,0,1,-2.36,True,10,False,9,8.83,11.35,0.0,-2.36,False,sh600123
20251010,8.33,6,7,-0.72,False,4,False,3,8.29,0.24,-0.85,-1.08,False,sh601827
20250729,27.8,0,2,3.6,True,10,False,8,27.48,3.6,0.0,-0.25,False,sh688262
20240924,4.51,0,0,49.45,True,10,True,10,4.18,78.12,0.0,0.0,True,sh600390
20240930,4.12,0,8,-3.64,True,10,False,2,3.87,6.07,0.0,-6.55,False,sh601608
20240927,27.28,0,1,1.17,True,10,False,9,26.88,15.4,0.0,-1.65,False,sh600259
20250725,24.9,0,8,-0.76,True,10,False,2,23.89,2.89,0.0,-1.24,False,sh605358
20240913,15.9,0,0,19.43,True,10,True,10,15.68,19.43,0.0,0.0,False,sh601038
20250701,32.59,7,10,-2.76,False,3,False,0,32.26,0.0,-1.64,-2.76,False,sh603650
20251014,7.16,1,8,-2.79,False,9,False,2,6.89,1.68,-0.06,-3.21,False,sh601077
20260408,84.03,7,7,-5.39,False,0,False,0,81.75,0.0,-5.6,-8.21,False,sh688386
20250624,19.21,0,0,9.89,True,10,True,10,18.86,9.89,0.0,0.0,False,sh688135
20250731,69.89,6,9,-4.41,False,4,False,1,69.02,1.23,-2.17,-4.41,False,sh688766
20240930,8.44,9,9,-6.99,False,1,False,1,8.34,2.73,-5.85,-8.77,False,sh603798
20251203,53.06,0,0,7.99,True,10,True,10,52.72,7.99,0.0,0.0,False,sh603379
20240926,1.24,0,0,18.55,True,10,True,10,1.13,33.06,0.0,0.0,False,sh600340
20240829,1.34,2,4,-2.24,False,8,False,6,1.33,12.69,-1.72,-2.99,False,sh600289
20251203,8.1,6,9,0.25,False,4,False,1,7.93,0.25,-8.56,-11.48,False,sh605388
20260401,31.4,0,1,2.52,True,10,False,9,30.26,4.01,0.0,-1.11,False,sh688566
20250626,0.44,1,1,4.32,False,9,False,9,0.44,4.32,-0.12,-0.45,False,sh900932
20240927,5.61,0,1,1.78,True,10,False,9,5.49,11.23,0.0,-1.07,False,sh603385
20251128,11.58,10,10,-10.54,False,0,False,0,11.42,0.0,-10.11,-10.54,False,sh688528
20240930,22.46,9,9,-7.66,False,1,False,1,22.03,6.81,-8.04,-10.73,False,sh603178
20240927,5693.53,0,0,6.87,True,10,True,10,5503.74,16.33,0.0,0.0,False,sh000802
20240924,3.13,0,0,5.43,True,10,True,10,3.1,16.28,0.0,0.0,False,sh600824
20240926,8.31,0,1,-0.48,True,10,False,9,8.16,12.15,0.0,-0.48,False,sh600059
20240927,7.05,0,0,8.94,True,10,True,10,6.92,14.61,0.0,0.0,False,sh603966
20250625,124.01,2,10,-13.38,False,8,False,0,107.04,0.0,-2.71,-16.98,False,sh688318
