breakthrough_date,breakthrough_price,final_gain,max_drawdown,max_gain,success,ts_code
20260109,32.44,-12.61,16.0,0.0,False,sh688443
20240930,7.74,11.37,9.56,23.64,True,sh603789
20240806,5.81,-6.2,7.4,1.38,False,sh600098
20240930,5.37,-6.52,11.36,5.4,False,sh601500
20240930,59.44,12.31,0.02,21.73,True,sh600702
20260225,43.97,-6.23,7.6,0.27,False,sh603195
20260320,14.43,-7.21,13.72,1.59,False,sh605050
20240930,15.44,9.0,8.87,9.0,False,sh600265
20250806,49.07,-1.73,3.34,6.44,False,sh688777
20240926,58.1,-6.47,7.38,14.34,False,sh600132
20251201,37.47,11.37,10.06,11.37,False,sh688273
20240913,16.32,24.88,2.08,29.53,True,sh600455
20240927,1207.97,6.13,2.56,10.34,False,sh000114
20240730,2.71,-2.58,3.69,12.18,False,sh603843
20250718,45.3,154.24,0.86,154.24,True,sh603516
20250702,1.41,16.31,4.26,17.02,False,sh601005
20251201,13.53,-2.81,5.17,0.0,False,sh603071
20241025,2.83,6.71,5.3,21.55,True,sh600381
20240926,3545.32,9.75,0.0,20.05,True,sh000300
20250625,32.81,6.98,2.26,20.73,True,sh688693
20240926,8.95,18.77,0.0,25.36,True,sh600048
20240925,11.16,52.06,0.09,59.41,True,sh600835
20251020,38.0,11.74,0.74,15.5,False,sh603271
20250710,10.45,6.85,0.0,10.81,False,sh601456
20250701,28.38,-6.21,9.1,4.12,False,sh605080
20240927,2702.34,2.5,3.5,12.82,False,sh000813
20240930,6.04,8.61,7.62,9.93,False,sh603717
20240930,7.04,-7.24,12.49,2.41,False,sh600006
20260410,121.61,2.47,2.23,2.89,False,sh688347
20250806,12.98,0.62,0.31,13.79,False,sh688620
20251020,19.52,9.53,0.92,11.78,False,sh603976
20240821,4.58,-6.33,12.45,1.53,False,sh600561
20250924,12.59,4.69,3.73,8.58,False,sh605399
20251222,95.19,-10.44,10.81,5.76,False,sh688577
20240925,8.14,54.18,0.37,54.18,True,sh600636
20240930,6.08,-3.78,10.36,5.26,False,sh600351
20240926,4.19,9.31,0.0,16.23,False,sh600502
20251020,11.18,10.29,2.06,10.91,False,sh603212
20250624,25.49,5.14,0.94,5.69,False,sh688539
20240927,5.5,40.73,1.64,72.73,True,sh600678
20240820,4.99,-13.23,17.43,0.0,False,sh603169
20240802,0.41,-4.66,7.84,0.0,False,sh900923
20240807,8.47,-0.6,2.14,2.82,False,sh600837
20250819,259.99,-0.19,7.8,18.03,False,sh688608
20240827,4.73,12.9,2.96,12.9,False,sh601118
20240910,16.93,9.81,8.74,24.46,True,sh603258
20260415,60.2,-1.89,3.21,1.41,False,sh688192
20250624,22.75,5.54,0.0,5.54,False,sh603897
20240927,3.29,12.77,0.91,14.89,False,sh600853
20240926,3.97,10.33,0.25,11.34,False,sh600507
20251219,13.1,3.97,2.9,4.58,False,sh603390
20240930,21.5,-3.12,18.7,0.0,False,sh600060
20240930,24.39,-12.34,14.56,2.83,False,sh603896
20251031,30.87,-9.01,13.83,1.23,False,sh688321
20241028,1.82,6.6,5.5,22.55,True,sh600337
20250624,30.77,1.95,5.23,3.09,False,sh688625
20260324,26.47,-15.19,25.5,5.21,False,sh688511
20240930,7.02,5.98,8.97,9.12,False,sh603088
20250110,14.28,13.03,4.76,14.92,False,sh600650
20240731,0.18,-2.81,4.49,1.12,False,sh900945
20240919,8.99,7.46,5.9,16.25,False,sh600379
20260106,60.59,0.4,5.08,9.47,False,sh603713
20250821,120.38,4.79,1.04,10.98,False,sh688696
20251205,10.22,-0.1,8.71,1.57,False,sh603289
20240923,7.08,49.72,5.65,49.72,True,sh600203
20240827,9.82,18.23,4.79,25.05,True,sh600599
20250625,4.21,2.61,0.71,3.32,False,sh600905
20240830,35.88,41.25,5.46,41.25,True,sh603288
20240927,5.98,13.55,0.0,19.9,False,sh600883
20250708,4.01,45.33,0.5,90.16,True,sh688425
20240801,20.24,-3.85,8.49,0.15,False,sh600764
20240827,6.16,31.82,0.0,114.45,True,sh603626
20241008,8.25,-5.33,15.76,0.0,False,sh601566
20250625,14.9,-7.52,11.34,0.0,False,sh688772
20251222,31.5,22.73,6.03,22.73,True,sh603059
20240930,29.4,13.88,6.63,19.8,False,sh603322
20260203,9.25,7.03,0.54,11.78,False,sh605055
20240925,2.73,16.12,0.37,21.25,True,sh600433
20240912,15.41,89.18,2.27,91.71,True,sh603016
20260115,72.22,1.07,3.36,8.29,False,sh688215
20240813,37.3,5.04,1.5,8.71,False,sh601318
20240731,7.82,-9.46,11.63,0.0,False,sh603058
20240731,7.33,-11.59,12.14,2.59,False,sh600967
20260414,119.0,1.88,1.69,1.88,False,sh688110
20240926,4.51,32.14,0.0,32.14,True,sh600736
20241008,10.59,-11.4,17.57,0.0,False,sh603027
20240926,22.14,16.53,0.0,16.71,False,sh600585
20250630,27.82,3.77,5.43,6.47,False,sh688097
20250624,21.06,13.68,4.08,13.68,False,sh603992
20240805,4.24,16.04,6.84,19.1,False,sh600778
20240926,16.5,23.52,0.48,23.52,True,sh603069
20250624,35.69,7.34,1.2,7.48,False,sh603312
20250630,58.25,-2.3,8.15,0.0,False,sh688439
20260121,15.43,5.06,3.43,7.58,False,sh605180
20250725,18.55,14.12,1.02,14.12,False,sh688209
20240731,12.95,-8.11,11.04,2.7,False,sh600148
20240731,4.28,0.7,4.91,0.93,False,sh600232
20250707,11.77,2.21,1.78,5.01,False,sh605007
20250401,8.97,3.35,1.45,9.15,False,sh600461
20250627,10.12,17.88,0.69,17.88,False,sh688247
20240924,4.76,42.82,4.2,45.13,True,sh600106
20250722,32.5,4.95,8.0,12.15,False,sh605333
20240930,8.16,-10.66,12.99,0.74,False,sh600348
20240927,1397.0,11.1,0.0,21.26,True,sh000827
20240911,3.21,10.9,12.46,21.18,True,sh600281
20250624,40.45,14.14,7.17,15.25,False,sh603171
20240813,13.07,-26.63,27.62,0.0,False,sh600801
20240926,0.22,28.51,0.0,28.51,True,sh900917
20240829,18.21,34.93,0.66,34.93,True,sh603920
20250922,48.82,1.23,5.18,5.35,False,sh688297
20241104,11.61,2.41,9.22,2.58,False,sh600785
20251201,45.44,-6.34,7.99,2.93,False,sh688677
20240903,2.67,-2.25,9.36,3.75,False,sh600365
20250624,16.04,-3.18,6.61,0.56,False,sh603095
20240930,5.54,-0.72,12.08,6.67,False,sh603113
20240924,8.28,4.59,3.38,9.3,False,sh603689
20240913,5.81,53.7,0.0,60.93,True,sh600198
20250708,14.63,12.3,1.16,14.49,False,sh688315
20240927,11.4,-3.33,5.53,9.39,False,sh600054
20240905,6.48,-7.87,21.45,1.23,False,sh600829
20240909,6.49,-4.78,19.11,8.01,False,sh603222
20241008,3.74,30.78,4.82,39.08,True,sh600360
20240925,2.02,17.82,1.98,24.75,True,sh600533
20251219,18.43,13.19,2.88,13.51,False,sh688021
20240802,7.51,-11.45,14.91,0.0,False,sh603158
20240927,7489.16,3.2,0.0,17.85,False,sh000841
20251128,26.73,-2.06,6.32,0.0,False,sh688338
20240919,3.04,22.04,0.99,31.25,True,sh600664
20240806,21.32,-11.3,15.38,0.0,False,sh603908
20240930,7.88,6.6,9.26,9.39,False,sh600983
20251202,46.0,26.39,2.43,47.17,True,sh688376
20250904,10.07,-0.89,5.76,19.46,False,sh605136
20241024,2.74,17.15,4.38,20.07,True,sh600303
20240822,4.53,169.98,6.84,169.98,True,sh600550
20240816,7.92,-8.33,11.11,5.93,False,sh601101
20240930,10.61,-1.7,7.54,4.24,False,sh603041
20260128,240.4,-6.88,10.08,0.0,False,sh688411
20240926,5.31,57.63,1.13,59.7,True,sh600237
20250708,27.08,6.65,2.81,11.82,False,sh688138
20250819,24.58,34.09,1.38,34.09,True,sh603613
20240927,19.29,3.99,0.0,17.57,False,sh603568
20240926,3.78,15.87,0.0,23.02,True,sh600279
20240927,11.78,15.03,1.78,28.69,True,sh600449
20250408,33.99,6.77,7.33,7.53,False,sh603358
20250624,21.52,8.78,0.88,8.78,False,sh688092
20250701,55.72,42.86,3.0,43.22,True,sh688708
20251201,8.73,-3.89,5.04,1.6,False,sh601019
20251015,14.8,17.64,6.55,17.64,False,sh688221
20240930,22.04,-1.23,14.38,0.0,False,sh600160
20250724,85.62,13.14,1.75,15.6,False,sh603290
20240920,4.19,33.17,0.0,39.62,True,sh603316
20240927,6120.73,12.5,0.0,16.56,False,sh000146
20250904,15.08,10.01,8.82,14.59,False,sh603810
20240830,10.72,54.08,4.94,54.08,True,sh601881
20240927,5553.45,24.68,0.0,30.06,True,sh000858
20240924,6.99,14.45,0.0,18.45,False,sh601766
20250901,15.85,18.36,10.91,18.36,False,sh688038
20251027,8.93,-22.51,29.9,1.68,False,sh688496
20250207,9.94,-4.32,8.45,3.82,False,sh600830
20240807,9.14,-10.72,13.79,0.0,False,sh600184
20250708,6.65,3.04,1.02,3.64,False,sh601949
20240927,1.51,-3.45,6.9,10.15,False,sh900926
20240927,17.36,-1.84,2.19,11.0,False,sh601965
20240924,17.3,9.6,1.27,20.87,True,sh600549
20240930,6.9,-3.57,10.48,5.91,False,sh600480
20260306,24.88,2.29,14.83,4.46,False,sh603217
20240926,5.01,15.17,0.0,16.97,False,sh600354
20250825,32.82,-3.78,10.63,0.0,False,sh688646
20251124,22.7,-2.51,6.56,6.78,False,sh688015
20251210,92.75,6.82,4.58,6.82,False,sh603259
20240927,9.4,9.15,0.53,17.23,False,sh600633
20250624,22.59,4.16,1.11,4.6,False,sh603190
20251021,12.87,1.71,4.12,5.59,False,sh688121
20251014,8.1,3.83,0.86,8.77,False,sh601319
20240930,7.48,-2.67,10.03,7.22,False,sh600707
20251104,3.99,-2.26,4.76,3.76,False,sh600928
20240815,5.89,-10.7,13.08,4.42,False,sh601998
20250717,51.06,-4.39,8.28,2.13,False,sh688408
20260408,130.0,1.42,5.0,1.42,False,sh688392
20240806,11.35,-7.14,12.07,0.0,False,sh600749
20250905,14.37,3.13,0.97,21.36,True,sh603809
20240809,7.96,-14.57,15.08,1.51,False,sh601186
20240925,2.23,19.28,0.45,21.52,True,sh600179
20240926,12.26,4.81,4.0,13.78,False,sh603668
20260112,7.8,-6.15,11.67,0.0,False,sh688238
20250624,17.02,23.56,0.71,23.56,True,sh688711
20241112,1.94,-7.22,15.98,0.0,False,sh600190
20240926,15.1,-6.76,7.75,7.95,False,sh601001
20240731,5901.27,-13.44,13.96,0.35,False,sh000111
20240927,12.43,12.71,0.0,18.42,False,sh600137
20240930,7.17,-1.95,10.04,3.9,False,sh603808
20250909,6.31,3.96,3.49,3.96,False,sh601187
20250717,22.24,5.67,1.3,9.4,False,sh688276
20240930,16.49,-8.85,11.34,0.0,False,sh600886
20251020,24.89,6.55,0.08,6.71,False,sh688420
20240930,21.06,-15.05,19.52,1.85,False,sh600761
20240926,9.43,20.78,0.0,25.77,True,sh600206
20250707,19.42,9.17,3.4,45.31,True,sh605033
20240930,16.41,14.56,15.23,14.56,False,sh603517
20250624,29.34,6.25,1.32,6.46,False,sh688147
20240925,3.59,12.53,0.28,18.66,False,sh600248
20240805,3.25,59.02,0.0,59.02,True,sh603559
20260320,130.66,-6.79,12.14,0.95,False,sh688109
20240926,9970.5,12.34,0.0,18.65,False,sh000093
20240920,11.55,54.89,1.47,58.96,True,sh600962
20250625,24.36,5.87,3.2,5.87,False,sh601066
20240813,27.04,-7.77,13.5,0.0,False,sh600685
20251020,26.79,4.52,0.0,5.15,False,sh688739
20240930,50.34,-13.19,17.16,5.94,False,sh603369
20240930,4.11,4.38,9.73,9.98,False,sh600478
20240801,5.06,-0.2,6.92,9.29,False,sh600151
20251103,9.46,-2.11,4.44,7.82,False,sh605199
20240926,221.01,4.58,1.88,21.46,True,sh600436
20250821,36.46,-4.22,4.58,7.41,False,sh603395
20251127,6.41,-0.16,2.5,2.5,False,sh601686
20241008,16.38,-14.65,19.47,0.0,False,sh600818
20250716,15.7,-0.7,7.45,2.17,False,sh603915
20250805,35.99,-10.7,12.73,5.58,False,sh688010
20240808,29.93,3.84,3.47,4.88,False,sh600298
20240926,39.9,-6.09,6.57,17.17,False,sh603589
20240930,4.42,12.44,7.46,13.8,False,sh601700
20240910,6.33,13.59,6.0,17.54,False,sh601229
20260310,40.29,-1.86,16.53,5.71,False,sh688197
20240930,22.44,23.98,6.64,23.98,True,sh603690
20251205,23.41,1.54,6.92,3.46,False,sh688309
20240920,0.21,19.9,2.91,32.04,True,sh900940
20250905,14.55,0.76,10.52,0.76,False,sh603938
20241008,26.61,-5.86,20.18,0.0,False,sh603939
20240926,5.56,3.78,2.88,14.75,False,sh600655
20240806,28.57,-11.97,12.46,1.09,False,sh600332
20260107,67.58,-7.07,14.13,9.54,False,sh688073
20240731,19.46,0.46,4.16,3.49,False,sh600079
20240920,12.22,11.05,1.39,20.54,True,sh603768
20240802,5.37,-11.54,12.66,0.0,False,sh600284
20250624,65.3,-3.19,4.13,3.83,False,sh688525
20250625,21.42,20.75,2.94,23.09,True,sh605598
20240925,6.35,14.48,0.79,16.84,False,sh600037
20240925,12.53,33.84,0.8,52.19,True,sh603726
20240926,6059.39,11.99,0.0,20.01,True,sh000011
20240930,8.5,-4.0,18.24,3.88,False,sh600499
20260324,52.79,18.17,5.89,18.17,False,sh688611
20240927,4.3,5.34,1.16,12.31,False,sh603116
20240930,8.52,-2.23,12.44,1.99,False,sh600867
20250718,21.61,0.51,5.0,5.69,False,sh688292
20240927,2.95,9.49,0.0,14.24,False,sh601218
20240809,3.55,-12.39,14.65,0.0,False,sh600649
20251225,62.0,6.94,2.23,9.84,False,sh688508
20240927,5.94,7.24,7.58,12.46,False,sh600780
20240807,11.1,15.0,1.35,21.13,True,sh601898
20240830,0.65,20.25,5.26,20.25,True,sh900912
20240927,6.75,14.96,0.0,17.63,False,sh603811
20250818,12.03,-0.25,2.33,3.24,False,sh603317
20240930,10.48,25.46,9.15,27.53,True,sh600580
20241029,2.32,2.59,15.52,16.38,False,sh600083
20240926,3.36,6.54,0.0,13.98,False,sh601018
20240930,8.07,5.7,13.14,5.7,False,sh600733
20240930,7.34,0.54,9.67,3.95,False,sh603022
20251125,7.91,1.9,3.92,16.06,False,sh603359
20250815,9.42,28.56,0.32,38.22,True,sh688472
20251022,62.81,-3.28,5.44,5.97,False,sh688115
20240806,2.67,-7.87,12.73,0.75,False,sh603188
20240927,15.44,2.65,0.65,17.94,False,sh600699
20240930,21.9,-8.72,11.28,2.65,False,sh600750
20251224,16.2,8.33,8.27,13.02,False,sh605336
20240926,1.89,18.01,0.0,18.01,False,sh600103
20241129,9.8,-5.51,7.86,2.45,False,sh601666
20240926,10503.67,3.1,0.0,11.71,False,sh000125
20251219,11.36,17.96,4.4,17.96,False,sh688176
20240927,5.29,5.86,5.29,13.8,False,sh600084
20260112,11.49,-4.87,9.66,3.83,False,sh603527
20250729,36.84,6.43,7.74,7.22,False,sh688596
20240815,29.31,12.42,0.55,13.68,False,sh601628
20251212,19.39,22.28,5.57,22.28,True,sh603045
20240808,1.34,14.93,5.22,15.67,False,sh600898
20240930,13.88,-8.64,11.74,6.2,False,sh603877
20240924,6.28,35.03,0.32,46.66,True,sh601519
20250807,17.62,-6.36,7.83,7.21,False,sh688593
20240923,9.04,12.94,2.99,16.15,False,sh600081
20251113,14.88,1.48,11.36,20.7,True,sh688173
20260325,63.89,20.68,4.45,21.47,True,sh688720
20240814,4.89,-15.13,20.04,15.54,False,sh603839
20240927,6.55,-6.41,6.56,14.05,False,sh600755
20240930,7.65,-6.01,8.37,4.18,False,sh600251
20241008,7.29,-6.17,17.01,0.0,False,sh603313
20240924,6.91,15.92,0.0,26.63,True,sh601600
20240930,7.4,-26.08,28.65,0.0,False,sh600398
20250625,34.66,-1.73,4.88,0.43,False,sh603068
20250630,7.25,13.58,1.52,16.34,False,sh603815
20240926,7.87,-6.61,6.86,7.37,False,sh603993
20251015,9.29,3.44,4.74,6.46,False,sh605299
20240819,1.43,-1.46,3.42,31.38,True,sh600165
20240930,6.12,8.05,9.67,15.52,False,sh603269
20240813,3.16,-7.91,9.49,4.11,False,sh600578
20250925,32.9,8.97,6.08,8.97,False,sh688639
20250924,16.67,4.41,6.06,6.72,False,sh603112
20240927,19.39,22.38,0.0,24.55,True,sh600862
20240731,3297.19,-12.58,13.15,0.34,False,sh000077
20250303,8.56,1.64,2.92,5.72,False,sh603227
20240731,30.9,-7.57,9.22,1.68,False,sh600536
20251015,30.58,16.71,1.7,18.48,False,sh605099
20260209,17.7,-5.31,8.19,0.73,False,sh688310
20250930,51.18,0.92,10.3,5.86,False,sh688543
20240926,11.0,36.93,0.0,46.29,True,sh600602
20240925,5.44,17.83,0.37,22.98,True,sh600051
20250627,139.01,-2.54,7.13,2.13,False,sh688047
20251118,36.29,-11.79,13.47,9.2,False,sh605133
20240805,10.67,5.81,4.78,20.99,True,sh600661
20240926,4.4,25.68,0.0,25.68,True,sh600986
20260416,45.01,-1.69,2.44,0.0,False,sh688520
20250924,8.63,-1.97,7.42,0.93,False,sh603458
20250724,41.11,30.38,3.43,30.38,True,sh603722
20250714,5.26,3.61,2.47,4.18,False,sh688009
20260325,26.93,-20.57,21.69,4.72,False,sh688793
20240925,17.57,12.01,3.36,12.01,False,sh600131
20240924,3.27,0.92,0.0,14.68,False,sh601333
20240828,25.66,8.81,2.18,8.81,False,sh600456
20240927,13.75,0.51,4.8,13.82,False,sh603989
20251013,53.83,-11.8,13.04,0.0,False,sh603072
20250305,34.83,2.01,10.42,4.11,False,sh600418
20240731,10.68,-8.52,10.58,4.03,False,sh603309
20240926,2750.55,11.41,0.0,18.07,False,sh000159
20251024,83.73,-7.21,8.87,2.47,False,sh603325
20240904,9.83,-8.55,18.62,8.14,False,sh603823
20240925,5.18,16.6,1.54,20.46,True,sh600228
20250714,162.89,9.34,2.74,10.42,False,sh688169
20240903,5.6,4.64,13.93,15.54,False,sh600152
20240926,7.05,14.32,0.14,16.45,False,sh603577
20240806,4.06,1.23,6.4,10.34,False,sh600266
20240905,3.05,11.46,9.82,26.52,True,sh600635
20241022,2.0,31.5,0.0,69.5,True,sh603959
20240918,20.98,10.34,3.43,16.06,False,sh600066
20250711,68.97,3.61,3.99,6.55,False,sh688789
20251225,52.94,-16.26,17.64,3.14,False,sh688013
20250813,18.26,-7.34,9.58,3.18,False,sh601702
20240927,0.17,15.48,0.0,24.4,True,sh900920
20240927,56.37,1.19,2.06,8.36,False,sh600486
20251205,19.27,-0.16,8.35,4.36,False,sh603272
20251212,15.89,9.82,4.91,9.82,False,sh688517
20260324,87.87,2.08,3.84,2.49,False,sh688623
20240926,6.2,40.0,0.0,40.0,True,sh600331
20240731,13.49,-7.19,10.01,2.22,False,sh600562
20240912,0.46,18.87,1.52,22.99,True,sh900908
20250630,37.57,11.53,0.4,11.53,False,sh688075
20251021,11.4,-1.84,4.12,4.82,False,sh688512
20250711,28.5,6.25,4.04,9.54,False,sh688288
20240925,1.38,81.88,1.45,81.88,True,sh600653
20240903,0.14,20.71,5.71,24.29,True,sh900946
20251120,87.7,12.76,5.99,18.8,False,sh688668
20240927,7.28,4.26,3.02,12.36,False,sh603696
20250221,3.75,-3.73,8.0,2.4,False,sh600187
20250722,16.4,3.6,2.74,5.79,False,sh603277
20251024,40.61,-4.95,4.95,1.43,False,sh603120
20240924,17.67,32.48,1.3,44.37,True,sh600850
20250625,22.57,-2.3,4.08,0.27,False,sh605218
20251124,8.9,-2.58,6.52,4.72,False,sh605162
20250624,57.79,20.54,1.82,25.28,True,sh688322
20250922,14.72,10.53,2.24,16.37,False,sh605056
20240927,1.22,14.75,0.0,19.67,False,sh600157
20260105,41.49,-3.86,4.07,1.81,False,sh603014
20240819,30.59,-11.7,13.27,14.09,False,sh603826
20240924,6.47,18.86,0.0,24.42,True,sh600119
20250716,31.21,4.1,3.62,6.44,False,sh688695
20250801,38.59,9.51,1.61,14.33,False,sh605286
20250624,7.24,6.35,0.41,6.91,False,sh688468
20240927,21.52,-4.74,8.88,14.13,False,sh600729
20240827,8.41,-6.06,15.7,1.9,False,sh603038
20240925,3.1,25.81,0.65,25.81,True,sh601002
20240927,5.54,13.54,0.36,29.78,True,sh601798
20250624,6.61,7.56,0.0,7.87,False,sh600906
20240925,3.9,18.46,0.0,24.62,True,sh600880
20250724,42.0,10.05,2.83,16.19,False,sh688275
20250630,22.17,3.92,1.85,3.92,False,sh688426
20251225,19.78,11.93,2.02,12.23,False,sh605183
20250625,21.16,0.99,8.89,5.2,False,sh688590
20240829,2.38,15.13,8.4,15.13,False,sh600936
20260112,36.27,14.59,4.8,16.93,False,sh688170
20250821,28.35,-10.65,16.68,3.0,False,sh688244
20251124,38.32,1.02,4.46,2.17,False,sh688113
20240806,2.29,-11.79,12.66,2.62,False,sh600252
20251103,9.28,-3.34,6.79,2.05,False,sh605500
20241008,20.32,34.69,13.48,34.69,True,sh603859
20251010,11.65,-4.63,7.72,1.72,False,sh603676
20240930,6.04,-1.32,12.74,5.29,False,sh600586
20240801,9.78,-6.95,10.94,1.12,False,sh601579
20240926,4.86,15.11,0.0,16.75,False,sh603817
20240730,7.29,-0.96,2.61,6.04,False,sh600328
20250717,0.54,5.97,1.68,5.97,False,sh900914
20250715,268.24,3.49,1.12,5.16,False,sh688027
20240923,11.14,17.41,0.0,30.16,True,sh601919
20240924,5.7,17.37,1.23,24.91,True,sh600366
20240826,2.7,4.44,4.44,4.44,False,sh600601
20260310,82.99,28.91,8.83,28.91,True,sh688313
20240927,4.06,10.1,0.98,19.7,False,sh600556
20250825,283.6,5.41,1.62,11.88,False,sh688617
20250624,19.0,10.11,0.89,10.89,False,sh688370
20240809,14.74,4.88,3.8,6.92,False,sh600031
20240801,1.95,-7.69,9.23,0.0,False,sh600518
20240926,1990.87,2.23,0.38,9.4,False,sh000824
20251218,17.98,11.96,4.0,11.96,False,sh603172
20240930,4.65,-9.26,13.56,0.0,False,sh600282
20251128,10.15,-6.5,10.54,0.0,False,sh688659
20240930,7.12,-4.63,11.24,2.11,False,sh603889
20240924,3.09,20.39,2.27,24.27,True,sh600802
20240926,4.63,42.13,0.0,42.13,True,sh600629
20240927,5.74,28.02,0.0,39.86,True,sh600667
20240925,13.26,16.6,0.0,19.99,False,sh600980
20251127,65.93,22.08,1.71,22.71,True,sh688375
20251027,16.96,-9.38,9.61,2.12,False,sh688526
20260209,4.64,-2.59,9.27,0.0,False,sh601279
20250729,143.0,37.92,5.56,46.92,True,sh688041
20240927,2.51,9.95,3.18,11.94,False,sh600300
20250708,63.2,24.86,3.8,30.06,True,sh688316
20240930,6.06,-8.58,10.88,0.0,False,sh600057
20250918,7.7,7.4,0.65,13.12,False,sh600530
20251125,22.13,12.7,1.4,33.3,True,sh688671
20250704,20.58,-3.06,5.39,0.0,False,sh603927
20250822,23.3,5.79,6.87,6.39,False,sh603220
20250630,28.65,14.13,1.92,14.44,False,sh688358
20240927,8.51,25.03,3.88,29.02,True,sh603708
20240731,5.23,-11.09,11.85,0.0,False,sh600864
20240930,6.72,-3.72,8.33,1.34,False,sh600019
20251201,28.65,3.53,4.01,4.85,False,sh605118
20240808,3.07,2.28,2.28,5.86,False,sh600219
20250718,24.62,6.95,4.18,8.61,False,sh688158
20240930,5.62,-3.38,9.08,3.92,False,sh600583
20251124,22.9,4.93,3.71,6.42,False,sh688222
20240926,3.01,101.0,1.0,119.27,True,sh603021
20240927,5389.98,2.93,0.6,8.84,False,sh000145
20241008,10.64,-6.02,14.38,0.0,False,sh603315
20260304,34.46,-33.66,33.66,10.24,False,sh603813
20260407,30.38,4.48,1.58,4.48,False,sh605566
20250630,43.1,9.35,2.34,12.48,False,sh688726
20251125,7.55,-3.97,9.01,0.66,False,sh605001
20260206,18.34,7.47,2.34,12.16,False,sh603610
20240926,3.98,8.3,0.0,13.32,False,sh600429
20240923,3.68,29.89,0.82,29.89,True,sh600319
20240819,0.8,-0.13,3.01,1.38,False,sh900925
20240930,19.72,-2.64,8.82,1.52,False,sh601966
20240807,9.87,-4.16,6.38,0.71,False,sh600483
20250630,24.59,4.51,4.43,4.51,False,sh603773
20250716,31.45,0.35,6.14,4.13,False,sh688058
20250114,17.35,2.71,0.98,4.78,False,sh600999
20250729,20.61,-4.85,7.91,4.27,False,sh603214
20240808,9.79,7.05,7.15,7.05,False,sh601155
20240814,10.05,8.66,3.48,9.45,False,sh601928
20250701,94.24,19.61,3.88,19.61,False,sh688016
20250901,35.55,-1.55,3.04,2.87,False,sh603409
20250924,7.8,3.59,2.18,5.77,False,sh688571
20240930,8.81,3.63,9.08,7.38,False,sh600630
20240927,3.59,8.64,3.06,14.76,False,sh600063
20251219,54.01,33.68,3.17,61.3,True,sh688626
20240930,23.83,-7.6,14.18,5.08,False,sh601882
20250904,13.76,-1.24,5.38,1.38,False,sh603970
20240926,1.66,10.24,7.83,15.06,False,sh600567
20250904,12.47,-3.93,10.43,0.0,False,sh603697
20250408,9.79,16.34,3.47,16.34,False,sh600000
20250718,27.81,0.54,2.95,3.99,False,sh605086
20240927,21180.43,-0.33,6.0,11.05,False,sh000815
20240927,2847.04,2.26,0.56,8.81,False,sh000068
20240927,10.1,1.49,3.56,9.7,False,sh603238
20240926,25.6,-4.18,4.49,11.95,False,sh600529
20240829,10.63,13.17,4.89,13.17,False,sh600833
20240930,25.94,2.97,5.32,11.07,False,sh603496
20250630,32.58,-8.53,11.97,0.0,False,sh688141
20250624,46.43,-2.54,2.91,4.01,False,sh688088
20240731,27.92,-3.01,9.35,0.0,False,sh601336
20250724,34.26,-10.77,11.82,4.2,False,sh603193
20260112,24.29,23.18,2.96,44.09,True,sh688216
20240930,42.95,-11.92,14.85,3.1,False,sh603868
20240927,7.19,9.87,0.0,17.11,False,sh603015
20240731,4.15,-1.69,3.61,2.17,False,sh600704
20250908,12.09,-7.44,7.86,4.3,False,sh605018
20240920,4.05,10.12,4.94,24.94,True,sh600683
20251212,65.5,127.79,4.05,127.79,True,sh688258
20250630,29.09,4.68,2.72,4.68,False,sh688391
20240923,3.12,14.74,12.18,14.74,False,sh603608
20241008,9.08,3.52,13.88,3.52,False,sh600961
20240927,34.95,7.21,1.89,17.05,False,sh603197
20250710,8.35,1.8,0.96,3.71,False,sh601065
20241202,12.13,24.48,4.37,34.79,True,sh600686
20250704,8.68,-2.19,2.42,1.27,False,sh601298
20241008,8.87,-11.95,14.43,0.0,False,sh601857
20250721,22.06,11.51,0.82,11.51,False,sh688589
20240930,9.68,8.88,8.68,21.79,True,sh603010
20250805,100.1,2.64,6.37,11.42,False,sh688213
20250630,25.71,7.93,5.21,8.79,False,sh688127
20240730,9.14,-12.8,13.13,2.84,False,sh600435
20240731,19.21,-10.45,10.67,4.98,False,sh600885
20251124,60.66,85.44,0.91,91.06,True,sh688270
20240806,6.59,-6.68,8.95,0.0,False,sh601007
20251125,68.43,-6.55,9.21,0.0,False,sh688717
20251010,7.01,1.28,1.85,7.42,False,sh600903
20260109,27.31,4.36,1.65,10.03,False,sh688690
20240926,3.58,2.23,6.42,9.22,False,sh600382
20250722,32.45,-5.52,6.9,0.0,False,sh688559
20240930,13.09,3.13,6.88,4.2,False,sh600182
20240731,8.77,-13.8,14.6,0.0,False,sh600618
20240910,12.36,6.96,6.88,19.09,False,sh601900
20240806,0.42,-4.29,7.62,0.24,False,sh900943
20251020,49.6,-1.35,5.12,7.06,False,sh688070
20250630,25.5,10.39,1.96,10.39,False,sh603396
20240927,9.77,3.28,4.2,10.13,False,sh603777
20250725,15.88,13.66,4.16,13.66,False,sh688327
20251105,10.22,-6.07,8.12,0.88,False,sh603916
20240731,3.41,-9.09,10.56,0.0,False,sh601099
20250107,17.86,2.91,13.21,4.76,False,sh600501
20250922,10.55,4.08,3.32,8.44,False,sh605167
20240819,8.01,3.75,3.0,7.62,False,sh600352
20240924,9.4,33.51,0.0,34.79,True,sh600855
